                   AC_BR_BONANZA   Too many newlines in a row... spammy template
             FORGED_MSGID_EXCITE   Message-ID is forged, (excite.com)
            FORGED_MSGID_HOTMAIL   Message-ID é forjado (hotmail.com)
            FORGED_MSGID_HOTMAIL   Message-ID is forged, (hotmail.com)
                FORGED_MSGID_MSN   Message-ID é forjado (msn.com)
                FORGED_MSGID_MSN   Message-ID is forged, (msn.com)
              FORGED_MSGID_YAHOO   Message-ID é forjado (yahoo.com)
              FORGED_MSGID_YAHOO   Message-ID is forged, (yahoo.com)
               FORGED_MUA_EUDORA   Email fingindo ser enviado pelo Eudora
               FORGED_MUA_EUDORA   E-Mail täuscht E-Mail-Software Eudora vor
               FORGED_MUA_EUDORA   Forged mail pretending to be from Eudora
               FORGED_MUA_EUDORA   Message falsifié prétendant provenir du logiciel Eudora
               FORGED_MUA_EUDORA   Podrobiony mail udaj±cy przesy³kê z programu Eudora
               FORGED_MUA_EUDORA   Vals mailtje, pretendeert afkomstig te zijn van Eudora
                  FORGED_MUA_IMS   Email Email fingindo ser enviado pelo IMS
                  FORGED_MUA_IMS   E-Mail täuscht E-Mail-Software Exchange vor
                  FORGED_MUA_IMS   Forged mail pretending to be from IMS
                  FORGED_MUA_IMS   Message falsifié prétendant provenir du logiciel IMS
                  FORGED_MUA_IMS   Podrobiony mail udaj±cy przesy³kê z IMS
                  FORGED_MUA_IMS   Vals mailtje, pretendeert afkomstig te zijn van IMS
              FORGED_MUA_MOZILLA   Email forjado, tentando se passar como da Mozilla
              FORGED_MUA_MOZILLA   Forged mail pretending to be from Mozilla
              FORGED_MUA_MOZILLA   Gefälschte E-Mail gibt vor vom Mailprogramm Mozilla zu kommen
              FORGED_MUA_MOZILLA   Message falsifié prétendant provenir du logiciel Mozilla
              FORGED_MUA_MOZILLA   Podrobiony mail udaj±cy przesy³kê z Mozilli
              FORGED_MUA_MOZILLA   Vervalste mail die afkomstig zou zijn van Mozilla
                 FORGED_MUA_OIMO   Email fingindo ser enviado pelo MS Outlook IMO
                 FORGED_MUA_OIMO   E-Mail täuscht E-Mail-Software Outlook vor
                 FORGED_MUA_OIMO   Forged mail pretending to be from MS Outlook IMO
                 FORGED_MUA_OIMO   Message falsifié prétendant provenir du logiciel MS Outlook IMO
                 FORGED_MUA_OIMO   Podrobiony mail udaj±cy przesy³kê z MS Outlook IMO
                 FORGED_MUA_OIMO   Vals mailtje, pretendeert afkomstig te zijn van MS Outlook IMO
              FORGED_MUA_OUTLOOK   Email fingindo ser enviado pelo MS Outlook
              FORGED_MUA_OUTLOOK   E-Mail täuscht E-Mail-Software Outlook vor
              FORGED_MUA_OUTLOOK   Forged mail pretending to be from MS Outlook
              FORGED_MUA_OUTLOOK   Message falsifié prétendant provenir du logiciel MS Outlook
              FORGED_MUA_OUTLOOK   Podrobiony mail udaj±cy przesy³kê z MS Outlook
              FORGED_MUA_OUTLOOK   Vals mailtje, pretendeert afkomstig te zijn van MS Outlook
          FORGED_MUA_THEBAT_BOUN   Email fingindo ser enviado pelo The Bat! (boundary)
          FORGED_MUA_THEBAT_BOUN   E-Mail täuscht E-Mail-Software The Bat! vor
          FORGED_MUA_THEBAT_BOUN   Mail pretending to be from The Bat! (boundary)
          FORGED_MUA_THEBAT_BOUN   Mail prétendant provenir de The Bat! (boundary)
          FORGED_MUA_THEBAT_BOUN   Mailtje dat pretendeert afkomstig te zijn van The Bat! (boundary)
          FORGED_MUA_THEBAT_BOUN   Podrobiony mail udaj±cy przesy³kê z programu The Bat! (granica)
            FORGED_MUA_THEBAT_CS   Email fingindo ser enviado pelo The Bat! (charset)
            FORGED_MUA_THEBAT_CS   E-Mail täuscht E-Mail-Software The Bat! vor
            FORGED_MUA_THEBAT_CS   Mail pretendant provenir de The Bat! (charset)
            FORGED_MUA_THEBAT_CS   Mail pretending to be from The Bat! (charset)
            FORGED_MUA_THEBAT_CS   Mailtje dat pretendeert afkomstig te zijn van The Bat! (charset)
            FORGED_MUA_THEBAT_CS   Podrobiony mail udaj±cy przesy³kê z programu The Bat! (zestaw znaków)
             FORGED_OUTLOOK_HTML   Outlook can't send HTML message only
             FORGED_OUTLOOK_HTML   Outlook kan geen berichten met alleen HTML versturen
             FORGED_OUTLOOK_HTML   Outlook n'envoie pas de messages en HTML seul
             FORGED_OUTLOOK_HTML   Outlook nie potrafi wysy³aæ wiadomo¶ci ca³kowicie w HTML
             FORGED_OUTLOOK_HTML   Outlook não consegue enviar mensagens apenas HTML
             FORGED_OUTLOOK_HTML   Outlook verschickt keine reinen HTML-Nachrichten
             FORGED_OUTLOOK_TAGS   Outlook can't send HTML in this format
             FORGED_OUTLOOK_TAGS   Outlook n'envoie pas de HTML sous ce format
             FORGED_OUTLOOK_TAGS   Outlook nie potrafi wysy³aæ wiadomo¶ci HTML w tym formacie
             FORGED_OUTLOOK_TAGS   Outlook não consegue enviar emails HTML neste formato
             FORGED_OUTLOOK_TAGS   Outlook verstuurt geen HTML zoals deze
             FORGED_OUTLOOK_TAGS   Outlook verwendet diese HTML-Markierung nicht
            FORGED_QUALCOMM_TAGS   E-Mail-Programm von Qualcomm verwendet diese Art HTML nicht
            FORGED_QUALCOMM_TAGS   Programy pocztowe QUALCOMM nie potrafi± wysy³aæ HTMLa w tym formacie
            FORGED_QUALCOMM_TAGS   QUALCOMM email programma's versturen geen HTML zoals deze
            FORGED_QUALCOMM_TAGS   QUALCOMM mailers can't send HTML in this format
            FORGED_QUALCOMM_TAGS   QUALCOMM mailers n'envoient pas de HTML sous ce format
            FORGED_QUALCOMM_TAGS   QUALCOMM não consegue enviar emails HTML neste formato
              __FORGED_TBIRD_IMG   Possibly forged Thunderbird image spam
              FORGED_TELESP_RCVD   Bevat een vervalde hostnaam voor een DSL IP in Brazilie
              FORGED_TELESP_RCVD   Contains forged hostname for a DSL IP in Brazil
              FORGED_TELESP_RCVD   Contient un nom de machine falsifié chez un F.A.I. brésilien
              FORGED_TELESP_RCVD   Contém um hostname forjado para um IP DSL do Brasil
              FORGED_TELESP_RCVD   Gefälschte Rechnernamen eines brasilianischen DSL-Providers
              FORGED_TELESP_RCVD   Zawiera podrobion± nazwê hosta pod IP DSLa z Brazylii
              FORGED_THEBAT_HTML   The Bat! can't send HTML message only
              FORGED_THEBAT_HTML   The Bat! kan geen berichten met alleen HTML versturen
              FORGED_THEBAT_HTML   The Bat! n'envoie pas de messages en HTML seul
              FORGED_THEBAT_HTML   The Bat! nie potrafi wysy³aæ wiadomo¶ci ca³kowicie w HTML
              FORGED_THEBAT_HTML   The Bat! não consegue enviar mensagens apenas HTML
              FORGED_THEBAT_HTML   The Bat! v1 verschickt keine reinen HTML-Nachrichten
               FORGED_YAHOO_RCVD   Contient un en-tête falsifié Received: yahoo.com
               FORGED_YAHOO_RCVD   Endereço do From é do yahoo.com, mas não há yahoo.com no 'Received:'
               FORGED_YAHOO_RCVD   'From' yahoo.com does not match 'Received' headers
               FORGED_YAHOO_RCVD   Gefälschte "Received"-Kopfzeile von yahoo.com gefunden
               FORGED_YAHOO_RCVD   Od: yahoo.com nie zgadza siê z nag³ówkami Received:
               FORGED_YAHOO_RCVD   'Van' yahoo.com Komt niet overeen met 'Received' headers
                    FORM_FRAUD_3   Fill a form and several fraud phrases
                    FORM_FRAUD_5   Fill a form and many fraud phrases
                      FORM_FRAUD   Fill a form and a fraud phrase
                 FORWARD_LOOKING   Aandelen waarschuwing
                 FORWARD_LOOKING   Contient un "Stock Disclaimer Statement" (bourse)
                 FORWARD_LOOKING   Enthält Formulierungen aus Aktienprospekten
                 FORWARD_LOOKING   O¶wiadczenie rezygnuj±cego akcjonariusza
                 FORWARD_LOOKING   Possui informações sobre o mercado de ações
                 FORWARD_LOOKING   Stock Disclaimer Statement
                       FOUND_YOU   I found you...
              FRAGMENTED_MESSAGE   Mensagem fragmentada
              FRAGMENTED_MESSAGE   Partial message
      FREEMAIL_ENVFROM_END_DIGIT   Envelope-from freemail username ends in digit
      FREEMAIL_ENVFROM_END_DIGIT   Nome de usuário de email gratuito no Envelope-From termina em dígito
      FREEMAIL_FORGED_FROMDOMAIN   2nd level domains in From and EnvelopeFrom freemail headers are different
         FREEMAIL_FORGED_REPLYTO   Email gratuito usado no Reply-To, mas não no From:
         FREEMAIL_FORGED_REPLYTO   Freemail in Reply-To, but not From
                   FREEMAIL_FROM   Remetente utiliza um email gratuito
                   FREEMAIL_FROM   Sender email is commonly abused enduser mail provider
                  FREEMAIL_REPLY   From and body contain different freemails
                  FREEMAIL_REPLY   From e body contém diferentes emails gratuitos
      FREEMAIL_REPLYTO_END_DIGIT   Nome de usuário de email gratuito no Reply-To termina em dígito
      FREEMAIL_REPLYTO_END_DIGIT   Reply-To freemail username ends in digit
                FREEMAIL_REPLYTO   Reply-To/From or Reply-To/body contain different freemails
                FREEMAIL_REPLYTO   Reply-To/From ou Reply-To/body usam diferentes emails gratuitos
                FREEMAIL_SUBJECT   Subject contains freemail
                 FREEMAIL_WFH_01   Work-from-Home + freemail
         FREEM_FRNUM_UNICD_EMPTY   Numeric freemail From address, unicode From name and Subject, empty body
                       FREE_PORN   Dikke kans op porno - Gratis Porno
                       FREE_PORN   Eventuell Pornowerbung: Kostenlose Pornos
                       FREE_PORN   Pornografia - mensagem contém "Free Porn"
                       FREE_PORN   Pornographie probable "Free porn"
                       FREE_PORN   Possible porn - Free Porn
                       FREE_PORN   Prawdopodobnie porno - darmowe porno
              FREE_QUOTE_INSTANT   Contient formule type "Free express" ou "no obligation"
              FREE_QUOTE_INSTANT   Contém: "Free express or no-obligation quote"
              FREE_QUOTE_INSTANT   Darmowe notowania (ekspresowe lub bez zobowi±zañ)
              FREE_QUOTE_INSTANT   Free express or no-obligation quote
              FREE_QUOTE_INSTANT   Gratis offerte
              FREE_QUOTE_INSTANT   Kostenlos ein schnelles Preisangebot, ohne Verpflichtung
      FRNAME_IN_MSG_XPRIO_NO_SUB   From name in message + X-Priority + short or no subject
              __FROM_41_FREEMAIL   Sent from Africa + freemail provider
                    FROM_ADDR_WS   Malformed From address
                FROM_BANK_NOAUTH   From Bank domain but no SPF or DKIM
                 FROM_BLANK_NAME   From: contains empty name
                 FROM_BLANK_NAME   From: contém um nome vazio
             FROM_DOMAIN_NOVOWEL   Domínio do From: contém uma série de consoantes
             FROM_DOMAIN_NOVOWEL   From: domain has series of non-vowel letters
              FROM_EXCESS_BASE64   Endereço do From: está desnecessariamente codificado em base64
              FROM_EXCESS_BASE64   From: base64 encoded unnecessarily
            FROM_FMBLA_NDBLOCKED   ADMINISTRATOR NOTICE: The query to fresh.fmb.la was blocked. See http://wiki.apache.org/spamassassin/DnsBlocklists#dnsbl-block for more information.
             FROM_FMBLA_NEWDOM14   From domain was registered in last 7-14 days
             FROM_FMBLA_NEWDOM28   From domain was registered in last 14-28 days
               FROM_FMBLA_NEWDOM   From domain was registered in last 7 days
                FROM_GOV_DKIM_AU   From Government address and DKIM signed
       FROM_GOV_REPLYTO_FREEMAIL   From Government domain but ReplyTo is FREEMAIL
                  FROM_GOV_SPOOF   From Government domain but matches SPOOFED
              FROM_ILLEGAL_CHARS   Absendeadresse enthält zu viele ungültige Zeichen
              FROM_ILLEGAL_CHARS   From: contient trop de caractères bruts invalides
              FROM_ILLEGAL_CHARS   From: has too many raw illegal characters
              FROM_ILLEGAL_CHARS   "From:" possui muitos caracteres ilegais
              FROM_ILLEGAL_CHARS   From: zawiera zbyt wiele niedozwolonych znaków
              FROM_ILLEGAL_CHARS   Van: bevat te veel 'raw' tekens
             FROM_IN_TO_AND_SUBJ   From address is in To and Subject
               FROM_LOCAL_DIGITS   From: localpart has long digit sequence
               FROM_LOCAL_DIGITS   Usuário do From: contém uma longa sequencia de hexadecimais
                  FROM_LOCAL_HEX   From: localpart has long hexadecimal sequence
                  FROM_LOCAL_HEX   Usuário do From: contém uma longa sequencia de hexadecimais
              FROM_LOCAL_NOVOWEL   From: localpart has series of non-vowel letters
              FROM_LOCAL_NOVOWEL   Usuário do From: contém uma série de consoantes
                   FROM_LONG_DOM   Absurdly long From domain name
             FROM_LONG_DOM_MINFP   Absurdly long From domain name, suspicious relays
             FROM_MISSP_FREEMAIL   From misspaced + freemail provider
                 FROM_MISSP_MSFT   From misspaced + supposed Microsoft tool
                FROM_MISSP_PHISH   Malformed, claims to be from financial organization - possible phish
              FROM_MISSP_REPLYTO   From misspaced, has Reply-To
                 FROM_MISSP_USER   From misspaced, from "User"
                FROM_MISSP_XPRIO   Misspaced FROM + X-Priority
                 FROM_NEWDOM_BTC   Newdomain with Bitcoin ID
                    FROM_NO_USER   Adressteil vor dem @-Zeichen fehlt im Absender
                    FROM_NO_USER   From: has no local-part before @ sign
                    FROM_NO_USER   From: não tem nenhum nome de usuário antes do @
                    FROM_NO_USER   L'en-tête From: n'a pas de nom d'utilisateur avant le signe @
                    FROM_NO_USER   Od: nie ma niczego przed znakiem @
                    FROM_NO_USER   Van: heeft geen lokaal deel voor het @-tje
              FROM_NTLD_LINKBAIT   From abused NTLD with little more than a URI
        FROM_NTLD_REPLY_FREEMAIL   From abused NTLD and Reply-To is FREEMAIL
          FROM_NUMBERO_NEWDOMAIN   Fingerprint and new domain
                     FROM_OFFERS   Absenderadresse enthält "@...offers"
                     FROM_OFFERS   Endereço do From: contém "offers"
                     FROM_OFFERS   From address is "at something-offers"
                     FROM_OFFERS   L'adresse d'expéditeur est "at something-offers"
                     FROM_OFFERS   Od: adresu typu "@wspania³a-okazja"
                     FROM_OFFERS   Van: adres is van "at iets-aangeboden"
               FROM_PAYPAL_SPOOF   From PayPal domain but matches SPOOFED
                       FROMSPACE   Idiosyncratic "From" header format
           FROM_STARTS_WITH_NUMS   Absenderadresse beginnt mit Ziffern im Benutzernamen
           FROM_STARTS_WITH_NUMS   From: começa com muitos números
           FROM_STARTS_WITH_NUMS   From: starts with several numbers
           FROM_STARTS_WITH_NUMS   L'en-tête From: commence par des chiffres
           FROM_STARTS_WITH_NUMS   Od: zaczyna siê cyframi
           FROM_STARTS_WITH_NUMS   Van: begint met nummers
         FROM_SUSPICIOUS_NTLD_FP   From abused NTLD
            FROM_SUSPICIOUS_NTLD   From abused NTLD
                     FROM_UNBAL1   From with unbalanced angle brackets, '>' missing
                     FROM_UNBAL2   From with unbalanced angle brackets, '<' missing
                   FROM_WSP_LEAD   Leading whitespace after '<' in From header field
                  FROM_WSP_TRAIL   Trailing whitespace before '>' in From header field
                    FSL_BULK_SIG   Bulk signature with no Unsubscribe
               FSL_CTYPE_WIN1251   Content-Type only seen in 419 spam
               FSL_NEW_HELO_USER   Spam's using Helo and User
                FUZZY_AFFORDABLE   Attempt to obfuscate words in spam
                FUZZY_AFFORDABLE   Tentativa de esconder palavras na mensagem
                    FUZZY_AMAZON   Obfuscated "amazon"
                    FUZZY_AMBIEN   Attempt to obfuscate words in spam
                    FUZZY_AMBIEN   Tentativa de esconder palavras na mensagem
                   FUZZY_ANDROID   Obfuscated "android"
                     FUZZY_APPLE   Obfuscated "apple"
                   FUZZY_BILLION   Attempt to obfuscate words in spam
                   FUZZY_BILLION   Tentativa de esconder palavras na mensagem
                   FUZZY_BITCOIN   Obfuscated "Bitcoin"
                   FUZZY_BROWSER   Obfuscated "browser"
                FUZZY_BTC_WALLET   Heavily obfuscated "bitcoin wallet"
                FUZZY_CLICK_HERE   Obfuscated "click here"
                     FUZZY_CPILL   Attempt to obfuscate words in spam
                     FUZZY_CPILL   Tentativa de esconder palavras na mensagem
                    FUZZY_CREDIT   Attempt to obfuscate words in spam
                    FUZZY_CREDIT   Tentativa de esconder palavras na mensagem
                     FUZZY_DR_OZ   Obfuscated Doctor Oz
                     FUZZY_ERECT   Attempt to obfuscate words in spam
                     FUZZY_ERECT   Tentativa de esconder palavras na mensagem
                  FUZZY_FACEBOOK   Obfuscated "facebook"
                 FUZZY_GUARANTEE   Attempt to obfuscate words in spam
                 FUZZY_GUARANTEE   Tentativa de esconder palavras na mensagem
                    FUZZY_HARRIS   Obfuscated "Harris"
                 FUZZY_IMPORTANT   Obfuscated "important"
                FUZZY_MEDICATION   Attempt to obfuscate words in spam
                FUZZY_MEDICATION   Tentativa de esconder palavras na mensagem
                   FUZZY_MERIDIA   Obfuscation of the word "meridia"
                 FUZZY_MICROSOFT   Obfuscated "microsoft"
                   FUZZY_MILLION   Attempt to obfuscate words in spam
                   FUZZY_MILLION   Tentativa de esconder palavras na mensagem
                    FUZZY_MONERO   Obfuscated "Monero"
                     FUZZY_MONEY   Attempt to obfuscate words in spam
                     FUZZY_MONEY   Tentativa de esconder palavras na mensagem
                  FUZZY_MORTGAGE   Attempt to obfuscate words in spam
                  FUZZY_MORTGAGE   Tentativa de esconder palavras na mensagem
                    FUZZY_NORTON   Obfuscated "norton"
                FUZZY_OBLIGATION   Attempt to obfuscate words in spam
                FUZZY_OBLIGATION   Tentativa de esconder palavras na mensagem
                    FUZZY_OFFERS   Attempt to obfuscate words in spam
                    FUZZY_OFFERS   Tentativa de esconder palavras na mensagem
                 FUZZY_OVERSTOCK   Obfuscated "overstock"
                    FUZZY_PAYPAL   Obfuscated "paypal"
                  FUZZY_PHARMACY   Attempt to obfuscate words in spam
                  FUZZY_PHARMACY   Tentativa de esconder palavras na mensagem
                     FUZZY_PHENT   Attempt to obfuscate words in spam
                     FUZZY_PHENT   Tentativa de esconder palavras na mensagem
                      FUZZY_PORN   Obfuscated "Pornography" or "Pornographic"
                 FUZZY_PRESCRIPT   Attempt to obfuscate words in spam
                 FUZZY_PRESCRIPT   Tentativa de esconder palavras na mensagem
                    FUZZY_PRICES   Attempt to obfuscate words in spam
                    FUZZY_PRICES   Tentativa de esconder palavras na mensagem
                   FUZZY_PRIVACY   Obfuscated "privacy"
                 FUZZY_PROMOTION   Obfuscated "promotion"
                 FUZZY_REFINANCE   Attempt to obfuscate words in spam
                 FUZZY_REFINANCE   Tentativa de esconder palavras na mensagem
                    FUZZY_REMOVE   Attempt to obfuscate words in spam
                    FUZZY_REMOVE   Tentativa de esconder palavras na mensagem
                     FUZZY_ROLEX   Attempt to obfuscate words in spam
                     FUZZY_ROLEX   Tentativa de esconder palavras na mensagem
                   FUZZY_SAVINGS   Obfuscated "savings"
                  FUZZY_SECURITY   Obfuscated "security"
                  FUZZY_SOFTWARE   Attempt to obfuscate words in spam
                  FUZZY_SOFTWARE   Tentativa de esconder palavras na mensagem
                 FUZZY_THOUSANDS   Attempt to obfuscate words in spam
                 FUZZY_THOUSANDS   Tentativa de esconder palavras na mensagem
                     FUZZY_TRUMP   Obfuscated "Trump"
               FUZZY_TRUSTWALLET   Obfuscated "Trust Wallet", probable phishing
               FUZZY_UNSUBSCRIBE   Obfuscated "unsubscribe"
                     FUZZY_VIOXX   Attempt to obfuscate words in spam
                     FUZZY_VIOXX   Tentativa de esconder palavras na mensagem
                     FUZZY_VLIUM   Attempt to obfuscate words in spam
                     FUZZY_VLIUM   Tentativa de esconder palavras na mensagem
                     FUZZY_VPILL   Attempt to obfuscate words in spam
                     FUZZY_VPILL   Tentativa de esconder palavras na mensagem
                    FUZZY_WALLET   Obfuscated "Wallet"
                FUZZY_WELLSFARGO   Obfuscated "Wells Fargo"
                     FUZZY_XPILL   Attempt to obfuscate words in spam
                     FUZZY_XPILL   Tentativa de esconder palavras na mensagem
                      GAPPY_HTML   HTML body with much useless whitespace
         GAPPY_SALES_LEADS_FREEM   Obfuscated marketing text, freemail or CHN replyto
                   GAPPY_SUBJECT   Assunto contém T.e.x.t.o-E.s.t.r.a.n.h.o
                   GAPPY_SUBJECT   Betreff enthält Text mit "L.ü.c.k.e.n"
                   GAPPY_SUBJECT   L'en-tête Subject: contient du "t e x t e  e s p a c é"
                   GAPPY_SUBJECT   Onderwerp: bevat G.a.t.e.n.k.a.a.s
                   GAPPY_SUBJECT   Subject: contains G.a.p.p.y-T.e.x.t
                   GAPPY_SUBJECT   Temat: zawiera D.z.i.u.r.a.w.y-T.e.k.s.t
               GB_CUSTOM_HTM_URI   Custom html uri
                GB_FAKE_RF_SHORT   Fake reply or forward with url shortener
           GB_FORGED_MUA_POSTFIX   Forged Postfix mua headers
              GB_FREEMAIL_DISPTO   Disposition-Notification-To/From or Disposition-Notification-To/body contain different freemails
     GB_FREEMAIL_DISPTO_NOTFREEM   Disposition-Notification-To/From contain different freemails but mailfrom is not a freemail
                 GB_GOOGLE_OBFUR   Obfuscate url through Google redirect
                   GB_HASHBL_BTC   Message contains BTC address found on BTCBL
                 __GEN_REDIR_URL   Message has one or more redirected URLs
                GMD_AUTHOR_COLET   PDF author was 'colet'
              GMD_AUTHOR_HPADMIN   PDF author was 'HP_Administrator'
               GMD_AUTHOR_MOBILE   PDF author was 'mobile'
                  GMD_AUTHOR_OOO   PDF author was 'openofficeuser'
              GMD_PDF_EMPTY_BODY   Attached PDF with empty message body
               GMD_PDF_ENCRYPTED   Attached PDF is encrypted
               GMD_PDF_FUZZY1_T1   Fuzzy MD5 Match 57EBC1FFB1A24CC14AE23E1E227C3484
               GMD_PDF_FUZZY2_T1   Fuzzy MD5 Match 653C8AA9FDFD03D382523488058360A2
                   GMD_PDF_HORIZ   Contains pdf 100-240 (high) x 450-800 (wide)
                  GMD_PDF_NO_TXT   Low rawbody to pixel area ratio
              GMD_PDF_SMALL_AREA   PDF Area covers 150k pixels or less
                  GMD_PDF_SQUARE   Contains pdf 180-360 (high) x 180-360 (wide)
                 GMD_PDF_STOX_M1   PDF Stox spam
                 GMD_PDF_STOX_M2   PDF Stox spam
                 GMD_PDF_STOX_M3   PDF Stox spam
                 GMD_PDF_STOX_M4   PDF Stox spam
                 GMD_PDF_STOX_M5   PDF Stox Spam
                    GMD_PDF_VERT   Contains pdf 450-800 (high) x 100-240 (wide)
            GMD_PRODUCER_EASYPDF   PDF producer was BCL easyPDF
                GMD_PRODUCER_GPL   PDF producer was GPL Ghostscript
           GMD_PRODUCER_POWERPDF   PDF producer was PowerPDF
          GOOGLE_DOCS_PHISH_MANY   Phishing via a Google Docs form
               GOOGLE_DOCS_PHISH   Possible phishing via a Google Docs form
                 GOOGLE_DOC_SUSP   Suspicious use of Google Docs
     GOOGLE_DRIVE_REPLY_BAD_NTLD   From Google Drive and Reply-To is from a suspicious TLD
               GOOG_MALWARE_DNLD   File download via Google - Malware?
             GOOG_REDIR_DOCUSIGN   Indirect docusign link, probable phishing
                GOOG_REDIR_FRAUD   Google redirect to obscure spamvertised website + fraud keywords
            GOOG_REDIR_HTML_ONLY   Google redirect to obscure spamvertised website + HTML only
               GOOG_REDIR_NORDNS   Google redirect to obscure spamvertised website + no rDNS
              GOOG_REDIR_NOTRDNS   Google redirect to obscure spamvertised website + HELO is not rDNS
                GOOG_REDIR_SHORT   Google redirect to obscure spamvertised website + short message
           GOOG_REDIR_STATICRDNS   Google redirect to obscure spamvertised website + static rDNS
            GOOG_STO_EMAIL_PHISH   Possible phishing with google hosted content URI having email address
        GOOG_STO_HTML_PHISH_MANY   Phishing with google content hosting to avoid URIBL
             GOOG_STO_HTML_PHISH   Possible phishing with google content hosting to avoid URIBL
               GOOG_STO_IMG_HTML   Apparently using google content hosting to avoid URIBL
             GOOG_STO_IMG_NOHTML   Apparently using google content hosting to avoid URIBL
             GOOG_STO_NOIMG_HTML   Apparently using google content hosting to avoid URIBL
                           GTUBE   Generic Test for Unsolicited Bulk Email
                           GTUBE   Generic Test for Unsolicited Bulk Email
                           GTUBE   Ogólny test na Niepo¿±dane Przesy³ki Email
                           GTUBE   Standaard test voor ongewenste bulk mail
                           GTUBE   Test générique de courrier non sollicté en masse
                           GTUBE   Test zur Prüfung von Anti-Spam-Software
          GUARANTEED_100_PERCENT   100% gegarandeerd
          GUARANTEED_100_PERCENT   100% gwarancji
          GUARANTEED_100_PERCENT   Contient "One hundred percent guaranteed" (100% garanti)
          GUARANTEED_100_PERCENT   Contém "One hundred percent guaranteed"
          GUARANTEED_100_PERCENT   One hundred percent guaranteed
          GUARANTEED_100_PERCENT   Zu 100% garantiert...
                      __HAS_HREF   Has an anchor tag with a href attribute in non-quoted line
              __HAS_HREF_ONECASE   Has an anchor tag with a href attribute in non-quoted line with consistent case
                   __HAS_IMG_SRC   Has an img tag on a non-quoted line
           __HAS_IMG_SRC_ONECASE   Has an img tag on a non-quoted line with consistent case
                  HAS_X_NO_RELAY   Has spammy header
        HAS_X_OUTGOING_SPAM_STAT   Has header claiming outbound spam scan - why trust the results?
         HDR_ORDER_FTSDMCXX_001C   Header order similar to spam (FTSDMCXX/MID variant)
          HDR_ORDER_FTSDMCXX_BAT   Header order similar to spam (FTSDMCXX/boundary variant)
       HDR_ORDER_FTSDMCXX_DIRECT   Header order similar to spam (FTSDMCXX/boundary variant) + direct-to-MX
       HDR_ORDER_FTSDMCXX_NORDNS   Header order similar to spam (FTSDMCXX/boundary variant) + no rDNS
                      HDRS_LCASE   Odd capitalization of message header
                      HDRS_MISSP   Misspaced headers
              HEADER_COUNT_CTYPE   Kopfzeile "Content-Type" mehrfach vorhanden
              HEADER_COUNT_CTYPE   Meerdere Content-Type headers gevonden
              HEADER_COUNT_CTYPE   Multiple Content-Type headers found
              HEADER_COUNT_CTYPE   Plusieurs en-têtes Content-Type
              HEADER_COUNT_CTYPE   Vários cabeçalhos Content-Type foram encontrados
              HEADER_COUNT_CTYPE   Znaleziono wielokrotne nag³ówki Content-Type
            HEADER_COUNT_SUBJECT   Multiple Subject headers found
   HEADER_FROM_DIFFERENT_DOMAINS   From and EnvelopeFrom 2nd level mail domains are different
        HEADER_HOST_IN_BLACKLIST   Host or Domain in header is listed in the user's URI black-list
        HEADER_HOST_IN_WHITELIST   Host or Domain in header is listed in the user's URI white-list
                     HEADER_SPAM   Bulk email fingerprint (header-based) found
                     HEADER_SPAM   Detectado como email em massa já conhecido (header-based)
              HEAD_ILLEGAL_CHARS   Cabeçalho possui muitos caracteres ilegais
              HEAD_ILLEGAL_CHARS   En-tête contient trop de caractères bruts invalides
              HEAD_ILLEGAL_CHARS   Header: bevat te veel illegale tekens
              HEAD_ILLEGAL_CHARS   Headers have too many raw illegal characters
              HEAD_ILLEGAL_CHARS   Kopfzeilen enthalten zu viele ungültige Zeichen
              HEAD_ILLEGAL_CHARS   Nag³ówek zawiera zbyt wiele niedozwolonych znaków
                       HEAD_LONG   Cabeçalhos da mensagem são muito longos
                       HEAD_LONG   Message headers are very long
          HELO_DYNAMIC_CHELLO_NL   Comando HELO enviado usando hostname suspeito (Chello.nl)
          HELO_DYNAMIC_CHELLO_NL   HELO-Rechnername verdächtig (Chello.nl)
          HELO_DYNAMIC_CHELLO_NL   Relay HELO'd using suspicious hostname (Chello.nl)
               HELO_DYNAMIC_DHCP   Comando HELO enviado usando hostname suspeito (DHCP)
               HELO_DYNAMIC_DHCP   HELO-Rechnername verdächtig (DHCP)
               HELO_DYNAMIC_DHCP   Relay HELO'd using suspicious hostname (DHCP)
             HELO_DYNAMIC_DIALIN   Comando HELO enviado usando hostname suspeito (T-Dialin)
             HELO_DYNAMIC_DIALIN   HELO-Rechnername verdächtig (T-Dialin)
             HELO_DYNAMIC_DIALIN   Relay HELO'd using suspicious hostname (T-Dialin)
                HELO_DYNAMIC_HCC   Comando HELO enviado usando hostname suspeito (HCC)
                HELO_DYNAMIC_HCC   HELO-Rechnername verdächtig (HCC)
                HELO_DYNAMIC_HCC   Relay HELO'd using suspicious hostname (HCC)
              HELO_DYNAMIC_HEXIP   Comando HELO enviado usando hostname suspeito (Hex IP)
              HELO_DYNAMIC_HEXIP   HELO-Rechnername verdächtig (Hexadezimale IP-Adresse)
              HELO_DYNAMIC_HEXIP   Relay HELO'd using suspicious hostname (Hex IP)
            HELO_DYNAMIC_HOME_NL   Comando HELO enviado usando hostname suspeito (Home.nl)
